placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
223-223@62j-sj2-vzz,,The Cambridge Real Estate Collaborative,"","",Technical and Trade Schools,,6115,42.371444,-71.081628,337 Cambridge St,Cambridge,MA,02141,US,+16174449418,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","",,2020-02-15,2019-07-01,POLYGON
224-222@62j-sjr-zzz,,Cambridge Armory Road Test Site,"","",Administration of Economic Programs,Regulation and Administration of Transportation Programs,926120,42.385874,-71.140049,450 Concord Ave,Cambridge,MA,02138,US,,,DMV,,,2019-07-01,POLYGON
224-222@62j-sjs-vpv,,Apartments at 4 Day St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.394158,-71.125724,4 Day St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22f-223@62j-sj2-85f,,Moose and Mimi,"","",Personal Care Services,Other Personal Care Services,812199,42.37249,-71.099541,186 Hampshire St,Cambridge,MA,02139,US,+16179459256,,Spa,,2020-01-15,2019-07-01,POLYGON
22f-223@62j-sjv-9vf,,Dig Inn,SG_BRAND_c22278870ba834501cbd8412ba9e234c,Dig Inn,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.37219,-71.119562,82 Mount Auburn St,Cambridge,MA,02138,US,+16179044340,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Counter Service,Lunch,American Food,Catering,Dinner",,,2019-07-01,POLYGON
22m-222@62j-shx-tjv,zzw-22y@62j-shx-k9f,Kimpton Marlowe Hotel,SG_BRAND_300de9770d1d4f612e9176ab8e87a0d3,Kimpton Hotels & Restaurants,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,42.367994,-71.075304,25 Edwin H Land Blvd,Cambridge,MA,02141,US,+16178688000,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","",,,2019-07-01,POLYGON
22m-225@62j-sjs-v75,,Cambridge Smiles,"","",Offices of Dentists,Offices of Dentists,621210,42.397146,-71.130286,2400 Massachusetts Ave,Cambridge,MA,02140,US,+16175479100,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Pediatric Dentists,,,2019-07-01,POLYGON
22p-222@62j-sj2-nt9,,Apartments at 10 Salem St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.362522,-71.10419,10 Salem St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22r-223@62j-sjz-jjv,,Apartments at 24 Alewife Brook Pky,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.402004,-71.134598,24 Alewife Brook Pkwy,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22s-222@62j-sjs-vvf,,Inner Strength Fitness,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.394887,-71.127954,2294 Massachusetts Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22s-222@62j-sk3-4gk,,Forest Court,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.385014,-71.116679,16 Forest St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22s-229@62j-sj2-rkz,,Jade Fiducial Cambridge,"","","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",,5412,42.365466,-71.103462,625 Massachusetts Ave Fl 2,Cambridge,MA,02139,US,+18573438220,,"Accountants,Payroll",,,2019-07-01,POLYGON
22w-222@62j-sjs-r8v,,Apartments at 9 Clay St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.393953,-71.13393,9 Clay St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
238-222@62j-sjy-cnq,,Condos at 3 Thingvalla Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.376543,-71.152549,3 Thingvalla Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23z-222@62j-sjs-6kz,,Apartments at 130 Lake View Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.379975,-71.139958,130 Lake View Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
24q-222@62j-sk2-v2k,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,42.389897,-71.120229,1953 Massachusetts Ave,Cambridge,MA,02140,US,+16178765599,"{ ""Mon"": [[""7:30"", ""18:30""]], ""Tue"": [[""7:30"", ""18:30""]], ""Wed"": [[""7:30"", ""18:30""]], ""Thu"": [[""7:30"", ""18:30""]], ""Fri"": [[""7:30"", ""18:30""]], ""Sat"": [[""7:30"", ""14:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
24q-223@62j-sk2-v2k,,Axiom,"","",Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,42.389918,-71.120245,1953 Massachusetts Ave Ste 519,Cambridge,MA,02140,US,+19549204374,,Health Coach,,,2019-07-01,POLYGON
24w-222@62j-shx-tjv,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.367464,-71.076109,100 Cambridgeside Pl Spc E108,Cambridge,MA,02141,US,+16176219740,"{ ""Mon"": [[""5:30"", ""21:30""]], ""Tue"": [[""5:30"", ""21:30""]], ""Wed"": [[""5:30"", ""21:30""]], ""Thu"": [[""5:30"", ""21:30""]], ""Fri"": [[""6:30"", ""21:30""]], ""Sat"": [[""7:00"", ""20:00""]], ""Sun"": [[""5:30"", ""21:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,2021-01-25,2019-07-01,POLYGON
255-223@62j-sjv-9zz,,Upstairs On the Square,"","",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.372446,-71.120978,91 Winthrop St,Cambridge,MA,02138,US,+16178641933,,"American Food,Brunch,Dessert",,2021-10-21,2019-07-01,POLYGON
25t-222@62j-shx-j7q,,Apartments at 25 1 2 Gore St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371951,-71.079201,25 1/2 Gore St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
27z-222@62j-shx-hqz,,Apartments at 6 Canal Park,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369335,-71.074607,6 Canal Park,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzw-226@62j-sjv-9mk,,Rebekah Brooks Jewelry,"","","Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,42.373575,-71.120467,17 Brattle St,Cambridge,MA,02138,US,+16178641639,,"Bridal,Jewelry,Jewelry Repair",,,2019-07-01,POLYGON
zzy-222@62j-sjs-kmk,zzw-222@62j-sjx-26k,Glacken Field & Playground,"","",Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,42.38005,-71.151307,635 Huron Ave,Cambridge,MA,02138,US,+16173496231,,"Baseball Fields,Football,Playground",,,2019-07-01,POLYGON
222-222@62j-sj3-649,,Kennedy Longfellow,"","",Elementary and Secondary Schools,Elementary and Secondary Schools,611110,42.369535,-71.086791,158 Spring St,Cambridge,MA,02141,US,+16173496841,,"",,,2019-07-01,POLYGON
222-222@62j-sj4-rzf,,Apartments at 111 Memorial Dr,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.359796,-71.086942,111 Memorial Dr,Cambridge,MA,02142,US,,,"",,,2019-07-01,POLYGON
222-222@62j-sjs-45f,226-222@62j-sjs-3yv,Aladdin Auto Service,"","",Automotive Repair and Maintenance,,8111,42.391311,-71.137501,162 Alewife Brook Pkwy,Cambridge,MA,02138,US,+16175478000,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }","Auto Repair,Body Shops",,,2019-07-01,POLYGON
222-223@62j-shx-5xq,,Cultural Care Au Pair,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.369893,-71.070702,1 Education St,Cambridge,MA,02141,US,,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
224-222@62j-sj2-rkz,,Supercuts,SG_BRAND_10734d1c1022bb717d2d1f2e03135434,Supercuts,Personal Care Services,Beauty Salons,812112,42.365185,-71.10291,605 Massachusetts Ave,Cambridge,MA,02139,US,+16175471134,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""10:00"", ""18:00""]] }","Men's Haircuts,Kids' Haircuts,Barber,Hair Removal,Waxing",,2020-08-24,2019-07-01,POLYGON
225-222@62j-sjy-b49,,Apartments at 59 Aberdeen Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.376992,-71.146266,59 Aberdeen Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
225-222@62j-sjz-kfz,,Apartments at 5 Seagrave Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.399546,-71.138476,5 Seagrave Rd,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
228-224@62j-sjv-b6k,,The Harvard Shop,"","",Clothing Stores,,4481,42.372031,-71.118031,65 Mount Auburn St,Cambridge,MA,02138,US,+16174950317,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""7:30"", ""18:00""]], ""Sun"": [[""7:30"", ""18:00""]] }","Accessories,Men's Clothing,Women's Clothing",,,2019-07-01,POLYGON
22c-222@62j-sk2-vxq,,Townhouses at 36 Cogswell Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.39044,-71.125183,36 Cogswell Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22f-223@62j-sj2-p35,,Salsa Matei Dance School,"","",Other Schools and Instruction,Sports and Recreation Instruction,611620,42.364247,-71.102271,536 Massachusetts Ave,Cambridge,MA,02139,US,+16178066688,"{ ""Mon"": [[""18:30"", ""22:00""]], ""Tue"": [[""19:00"", ""22:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Dance School,,,2019-07-01,POLYGON
22j-223@62j-sj2-c3q,,Middlesex Cambridge,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.36256,-71.098473,315 Massachusetts Ave,Cambridge,MA,02139,US,+16177144831,,"Seafood,Steak House",,,2019-07-01,POLYGON
22p-222@62j-sjv-9mk,,Beat Brew Hall,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.373551,-71.120249,13 Brattle St,Cambridge,MA,02138,US,+16174990001,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Bar or Pub,Late Night",,,2019-07-01,POLYGON
22s-222@62j-sjv-bc5,,Ben & Jerry's,SG_BRAND_618343c29fedc43238864550bf2477a9,Ben & Jerry's,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.372736,-71.119893,36 JFK St,Cambridge,MA,02138,US,+16178642828,"{ ""Mon"": [[""12:00"", ""22:00""]], ""Tue"": [[""12:00"", ""22:00""]], ""Wed"": [[""12:00"", ""22:00""]], ""Thu"": [[""12:00"", ""22:00""]], ""Fri"": [[""12:00"", ""23:00""]], ""Sat"": [[""12:00"", ""23:00""]], ""Sun"": [[""12:00"", ""22:00""]] }","Snacks,Counter Service,Ice Cream Shop,Catering,Dessert",,2021-11-22,2019-07-01,POLYGON
22s-223@62j-sjs-td9,,Apartments at 147 Sherman St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.391217,-71.133947,147 Sherman St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sj2-sqz,,Multi Service Center for the Homeless,"","","Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,624221,42.365514,-71.105717,362 Green St,Cambridge,MA,02139,US,+16173496340,,Non-profit,,,2019-07-01,POLYGON
233-223@62j-sjv-9mk,,Topdrawer,"","","Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,42.373591,-71.119721,5 Brattle St,Cambridge,MA,02138,US,+16179450922,,Leather,,,2019-07-01,POLYGON
235-222@62j-sgg-k75,,Apartments at 256 Brookline St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.357701,-71.107407,256 Brookline St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
235-224@62j-sj2-s5z,,People's United Bank,SG_BRAND_28a17457e5bc33c99581072edfe18a6a,People's United Bank,Depository Credit Intermediation,Commercial Banking,522110,42.364059,-71.101127,485 Massachusetts Ave,Cambridge,MA,02139,US,+16178680401,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }","Investing,Mortgage Lender,Financial Advice,Business Financing,Installment Loans",,,2019-07-01,POLYGON
236-223@62j-sjv-99f,,Patagonia,SG_BRAND_aa822dba516e0cd7f81de5bd9624bfbc,Patagonia,Clothing Stores,Family Clothing Stores,448140,42.373779,-71.121021,39 Brattle St,Cambridge,MA,02138,US,+18578296820,"{ ""Mon"": [[""11:00"", ""18:00""]], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Women's Clothing,Books,Men's Clothing,Accessories,Children's Clothing",,,2019-07-01,POLYGON
237-222@62j-sj2-6tv,,Apartments at 383 Columbia St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372303,-71.095041,383 Columbia St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
237-222@62j-sj2-nqz,,Apartments at 61 Pearl St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.363406,-71.104192,61 Pearl St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
237-222@62j-sjs-zs5,,Cambridge Public Library Boudreau Branch,"","",Other Information Services,Libraries and Archives,519120,42.383383,-71.132563,245 Concord Ave,Cambridge,MA,02138,US,+16173494017,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
238-222@62j-shx-jd9,,Apartments at 33 Sciarappa St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371845,-71.081509,33 Sciarappa St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
23b-222@62j-sk3-5j9,,Apartments at 80 Wendell St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.381919,-71.113713,80 Wendell St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23c-222@62j-sjv-8qf,,Harvard Book Store,"","",Book Stores and News Dealers,Book Stores,451211,42.372406,-71.116264,1256 Massachusetts Ave,Cambridge,MA,02138,US,+16176611515,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""10:00"", ""22:00""]] }",Books,,,2019-07-01,POLYGON
23m-222@62j-sj2-x5z,,Apartments at 25 Marney St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370712,-71.090051,25 Marney St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
24b-222@62j-sj2-4gk,,Apartments at 63 Plymouth St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369908,-71.093809,63 Plymouth St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
24d-222@62j-sk2-wc5,,Apartments at 36 Walden St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.389987,-71.124031,36 Walden St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
24n-222@62j-sjv-jvz,zzw-222@62j-sjv-jvz,Apartments at 2 Belvidere Plz,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.367813,-71.110581,2 Belvidere Pl,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24p-222@62j-sj2-4d9,,Apartments at 120 Webster Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369523,-71.093428,120 Webster Ave,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
24r-223@62j-sj2-ks5,,Cellay Inc,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.371686,-71.101499,100 Inman St Ste 200,Cambridge,MA,02139,US,+16179951300,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
265-222@62j-sgg-jvz,,Dimi's Place,"","",Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.35735,-71.107772,272 Brookline St,Cambridge,MA,02139,US,+16178763272,,"Cafe,Mediterranean Food,Pizza",,,2019-07-01,POLYGON
26f-222@62j-sjv-j35,,Apartments at 1013 Massachusetts Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369661,-71.111608,1013 Massachusetts Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-52k,,ImmusanT,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.366709,-71.091249,1 Kendall Sq Ste B2004,Cambridge,MA,02139,US,+16172998399,,"",,2020-01-15,2019-07-01,POLYGON
zzw-222@62j-sj2-x5z,,Apartments at 5 Marcella St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371465,-71.089284,5 Marcella St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sjv-r49,,Brown Richard S Dr,"","",Offices of Dentists,Offices of Dentists,621210,42.378578,-71.124627,14 Concord Ave Apt 203,Cambridge,MA,02138,US,+16178642577,,"",,,2019-07-01,POLYGON
zzw-223@62j-sj2-vs5,,Mayflower Poultry,"","",Specialty Food Stores,Meat Markets,445210,42.372101,-71.086438,621 Cambridge St,Cambridge,MA,02141,US,+16175479191,"{ ""Mon"": [[""10:00"", ""16:00""]], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }","Gourmet,Meats",,,2019-07-01,POLYGON
zzw-223@62j-sjv-jvz,,Apartments at 550 Franklin St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36842,-71.111626,550 Franklin St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
223-222@62j-sjv-qzz,,11 Garden Street,"","",Child Day Care Services,Child Day Care Services,624410,42.376635,-71.122979,11 Garden St,Cambridge,MA,02138,US,+16173540919,,Child Care,,,2019-07-01,POLYGON
223-224@62j-sj2-ckf,,Mit Coop At Stratton Center Bookstore,SG_BRAND_d1e609cfd201e1de,Barnes and Noble College,Book Stores and News Dealers,Book Stores,451211,42.359064,-71.094964,84 Massachusetts Ave,Cambridge,MA,02139,US,,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
224-222@62j-sj2-d9z,,Broad Institute,"","","Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310,42.362892,-71.088942,415 Main St,Cambridge,MA,02142,US,+16177147000,,"",,,2019-07-01,POLYGON
227-223@62j-sj3-2tv,,Eli Lilly,"","",Management of Companies and Enterprises,"Corporate, Subsidiary, and Regional Managing Offices",551114,42.363408,-71.081699,450 Kendall St,Cambridge,MA,02142,US,,,Corporate Offices,,,2019-07-01,POLYGON
228-222@62j-sjs-v4v,,The Pet Republic,"","",Other Personal Services,Pet Care (except Veterinary) Services,812910,42.395553,-71.128501,2322 Massachusetts Ave,Cambridge,MA,02140,US,+16175204922,,Pet Training,,,2019-07-01,POLYGON
22b-222@62j-sjv-8jv,,Cafe Pamplona,"","",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.371775,-71.115461,12 Bow St,Cambridge,MA,02138,US,+16174920352,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Coffee Shop,European Food,Spanish Food",,2020-07-16,2019-07-01,POLYGON
22b-222@62j-sjv-8vz,,Apartments at 2 Ware St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372099,-71.113134,2 Ware St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22b-222@62j-sk3-2p9,,Apartments at 5 Everett St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.380183,-71.119262,5 Everett St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22b-223@62j-sj2-rkz,,Apartments at 649 Massachusetts Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.365812,-71.10357,649 Massachusetts Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
